Anyone can do that.	任何人都可以做到。
Which country are you from?	你是从哪个国家来的？
He is concerned about his father's illness.	他担心他父亲的身体。
There's no way off the island.	沒有辦法離開這個島。
Tom will now be proud of me.	汤姆现在会以我为傲。
I don't know any blind men.	我不认识任何一个盲人。
Do you believe in fairies?	你相信神話傳說嗎？
I'm a junior high school student.	我是個國中生。
Did you watch the game?	你看了比賽嗎？
You didn't need to come so early.	你不必這麼早來。
Each year Hamamatsu has a kite festival.	每年濱松有風箏節。
Is she a computer programmer?	她是个女程序员吗？
It's an artificial flower.	這是朵人造花。
I feel fine.	我感觉很好。
I can't take my eyes off her.	我無法把我的視線從你身上移開。
Tom can't go out because he has a lot of homework.	汤姆因为有很多作业不能外出。
I changed trains at Ueno Station.	我在上野站換火車。
Tom studies hard.	汤姆努力学习。
How long have you been in here?	你来这里多久了？
I am the fastest runner.	我是跑得最快的人。
He's your friend.	他是你的朋友。
There's somebody in there.	有人在那里。
Tom told us this morning that he and Mary were moving to Boston.	汤姆告诉我今天上午他和玛丽要搬到波士顿。
Hollywood isn't what it used to be.	好萊塢不是以前的樣子了。
I didn't sell Tom my car.	我没把我的车卖给汤姆。
Is someone knocking on the door?	有人敲门吗？
He was standing behind the door.	他站在門後。
A camel is, so to speak, a ship on the desert.	骆驼，这么说吧，也就是沙漠中的船。
That's because you're a girl.	那是因為妳是女生。
In the U.S., most people can vote when they reach eighteen years of age.	在美国，大多数人能在十八岁后投票选举。
The meeting ended.	会议结束了。
He has been secretly in love with her.	他一直暗恋着她。
Where in Japan did you grow up?	你在日本的哪裡長大？
This word is difficult to pronounce.	這個字很難發音。
Could you stop saying that?	你能不说那个了吗？
That won't ever happen.	那从不会发生。
Who's the boy swimming over there?	在那邊游泳的男孩是誰?
Grandpa bought it for me!	爷爷买给我的！
Thank you very much for your present.	非常谢谢你的礼物。
My father has been in good shape since his operation.	自从手术后，我父亲一直处于良好的状态。
He admitted his mistakes.	他承认了自己的错误。
The island is a paradise for children.	这个岛是孩子们的天堂。
He prefers football to baseball.	他喜歡足球勝過棒球。
Wait a moment.	請稍等。
He stayed there for three days.	他在那裡待了三天。
You will never be too old to learn.	你永遠不會太老而不能學習。
That was three days ago.	这是三天之前了。
I'll be there at once.	我會立刻到那裡。
I stopped smoking for the sake of my health.	為了健康，我不再抽菸。
Columbus argued that he could reach India by going west.	哥伦布提出，向西航行可以到达印度。
Can I sit here?	我能坐这里吗？
Everyone is talking about Tom.	每个人都在谈论汤姆。
This is the cutest puppy I've ever seen.	這是我見過最可愛的小狗。
Last night there was a full moon.	昨晚是满月。
Tom is a student.	湯姆是個學生。
How is your family name written?	你的姓氏怎么写？
Zero comes before one.	零在一前面。
I like this picture, not just because it is famous, but because it really is a masterpiece.	我喜欢这幅画，不仅是因为它的名气，而是因为它真的是一个杰作。
Be sure to come at 3.	務必在三點鐘來。
Take whichever you want.	拿你想要的。
I am Italian.	我是義大利人。
I have no idea of what to do.	我不知道该怎么办。
My business has at last gotten on the right track.	我的生意终于走上了正轨。
What do you say to taking a walk in the park?	去公园散步你觉得怎么样？
She decided to marry him.	她决定和他结婚。
She likes oranges.	她喜歡柳橙。
There's always someone talking.	總是會有人談論。
We lost our cat and Tom found it for us.	我們弄丟了車，Tom幫我們找了回來。
It's OK not to eat it.	你不吃沒關係。
Your mother must have been beautiful when she was young.	你母親年輕的時候一定很美。
I tried to escape.	我试图逃跑。
That is rather unexpected.	这真是很意外。
Why can't we talk now?	为什么我们现在不能讲？
The committee meets twice a month.	委员会一个月召开两次。
You must control yourself.	你必須控制自己。
This may take a while.	这要花时间。
She got to the station at seven.	她七點鐘到車站。
I'm not accustomed to such treatment.	我不習慣這樣的待遇。
Do you feel any pain in your stomach?	你的胃會痛嗎?
She was almost hit by a car.	她幾乎被車撞到。
I'd like to cash a travelers' check.	我想兌換旅行支票。
She came into the room.	她进了房间。
You are not to leave this room.	你不可以離開這個房間。
Tom overslept.	汤姆睡过头了。
Tell me more about Tom.	告诉我汤姆的情况。
Scientists can easily compute the distance between planets.	科學家們可以很容易地計算出行星之間的距離。
I don't think he'll come.	我不認為他會來的。
Tom has been wounded.	Tom负伤了。
It is evident that he has made a mistake.	很明顯的是他犯了錯。
What's become of your dog?	你的狗怎麼了？
Please close the door behind you.	請隨手關門。
Don't worry about me.	不要擔心我。
That's none of your business.	那不關你的事。
He owes his success to good luck.	他將他的成功歸於好運。
He's not good at remembering names.	他不善于记人名。
I dialed Tom's number.	我拨打了Tom的号码。
I am thinking of closing my savings account.	我想关闭我的储蓄账户。
I'd like a room in the back.	我想要一間後面的房間。
She doesn't drink coffee.	她不喝咖啡。
I didn't know what to do.	我不知道要做什麼。
Let's drive to the lake.	讓我們開車到湖邊。
I didn't really feel like going out.	我不是很想出去。
This rule does not apply in all cases.	这条规则不是任何情况下都奏效的。
I lent Tom a book about Germany.	我借給Tom一本關於德國的書。
The weather has been unusual this year.	今年的天氣一直異常。
We hope you will enjoy the show.	我們希望你喜歡這個表演。
She kept on working.	她繼續工作。
Tom was afraid to ask for help.	汤姆不敢求助。
I'm not a student.	我不是學生。
Let's take advantage of the long weekend.	来好好利用大周末吧。
Plastics have taken the place of many conventional materials.	塑料代替了许多传统的原料。
His job is driving a sight-seeing bus.	他的工作是驾驶观光巴士。
Thousands of foreigners visit Japan every year.	每年有成千上万的外国人访问日本。
I'm sorry to bother you.	對不起打擾你了。
The typhoon caused the river to flood.	颱風造成了河水氾濫。
I gave up all hope of survival.	我放棄了所有生存的希望。
I wanted to ask Tom how long he had lived in India.	我想问汤姆他在印度生活了多久。
We watched the children play.	我们看着这孩子玩耍。
Tom watched Mary draw a picture.	汤姆看玛丽画一幅画。
Tom is boring.	汤姆是个无聊的人。
I'm sorry to cause you all this trouble.	我很抱歉给你惹来所有的这些麻烦。
He and I were inseparable friends during our time together in school.	我和他在學生時代是分不開的朋友。
He can do it better than I can.	他有能力比我做得更好。
He often laughs at his own jokes.	他常常因他自己的笑話而笑。
I am blessed with good health.	上帝賜予我健康的身體。
She asked him to mail that letter.	她請他寄那封信。
Can you put some suntan lotion on my back?	你能在我的背上涂些防晒霜吗？
I didn't want this to happen.	我不想这种事发生。
They made us work all day long.	他們讓我們工作了一整天。
I can't understand this at all.	我一點也不懂這個。
There are 50 members in the club.	這個俱樂部有50位成員。
Could you please repeat that?	你能重复一遍吗？
Don't you miss anything?	难不成你漏了什么了？
How long did that take?	那持续了多久了？
It was very hot this afternoon.	今天下午非常炎熱。
Don't be disappointed.	不要失望。
I take a walk every day except when it rains.	除了雨天我每天都散步。
I saw him run away.	我看見他逃跑了。
We must take into account the fact that he is young.	我们必须考虑到他很年轻。
I watch my weight very carefully.	我非常注意我的體重。
Your manners aren't very good.	你的禮貌不是很好。
Whether he comes or not, I'll go.	不論他來或不來，我都會去。
